ticket_id,customer_id,created_date,issue_type,resolution_time_hours,ticket_status
11628,4917,2026-03-01,Billing,28.23,Resolved
11629,4917,2026-03-15,Billing,25.88,Resolved
11630,4918,2025-12-15,Login Issue,26.76,Closed
11631,4918,2026-01-22,Feature Request,21.24,Closed
11632,4918,2026-05-24,Billing,31.01,Resolved
11633,4918,2026-02-09,Billing,21.9,Resolved
11634,4919,2025-12-22,Feature Request,39.62,Closed
11635,4919,2025-10-04,Bug,28.13,Closed
11636,4919,2024-03-28,Feature Request,11.04,Closed
11637,4920,2026-03-18,Bug,24.38,Resolved
11638,4920,2025-08-30,Billing,13.4,Resolved
11639,4921,2024-06-20,Performance,19.8,Closed
11640,4921,2026-03-27,Billing,23.5,Closed
11641,4921,2025-03-13,Feature Request,27.99,Resolved
11642,4922,2025-07-05,Performance,33.06,Resolved
11643,4923,2026-01-17,Feature Request,16.95,Resolved
11644,4925,2025-07-11,Performance,35.15,Closed
11645,4925,2025-02-09,Bug,20.01,Resolved
11646,4925,2025-05-21,Bug,27.27,Closed
11647,4925,2025-08-14,Billing,16.97,Resolved
11648,4925,2026-04-26,Bug,26.81,Closed
11649,4926,2025-10-22,Performance,18.33,Closed
11650,4927,2023-08-23,Login Issue,26.24,Resolved
11651,4928,2024-05-23,Performance,26.18,Resolved
11652,4928,2025-01-21,Feature Request,28.81,Resolved
11653,4929,2025-06-27,Bug,31.6,Closed
11654,4930,2025-04-17,Performance,35.13,Resolved
11655,4930,2026-03-12,Performance,30.45,Closed
11656,4930,2024-06-23,Billing,16.24,Closed
11657,4931,2025-04-03,Feature Request,37.18,Closed
11658,4932,2026-05-17,Feature Request,27.27,Closed
11659,4932,2026-05-02,Performance,21.12,Closed
11660,4932,2026-04-15,Billing,12.65,Closed
11661,4932,2026-05-06,Feature Request,22.89,Resolved
11662,4933,2026-04-04,Login Issue,30.38,Closed
11663,4933,2026-05-11,Feature Request,23.59,Resolved
11664,4933,2025-03-27,Login Issue,15.6,Resolved
11665,4933,2024-04-18,Bug,10.97,Resolved
11666,4934,2026-04-07,Performance,20.65,Resolved
11667,4935,2025-04-13,Feature Request,20.87,Resolved
11668,4936,2026-02-21,Bug,28.72,Closed
11669,4936,2025-05-16,Performance,19.29,Closed
11670,4936,2024-10-02,Feature Request,20.32,Closed
11671,4937,2026-05-02,Feature Request,31.67,Resolved
11672,4937,2026-01-08,Login Issue,30.2,Closed
11673,4937,2025-04-25,Bug,27.84,Resolved
11674,4937,2026-04-04,Performance,18.67,Closed
11675,4937,2026-05-26,Login Issue,30.1,Closed
11676,4937,2025-06-14,Login Issue,33.77,Closed
11677,4938,2024-07-11,Feature Request,0.66,Resolved
11678,4938,2026-01-19,Login Issue,7.73,Closed
11679,4938,2024-05-19,Login Issue,25.05,Resolved
11680,4938,2025-08-25,Bug,6.88,Closed
11681,4939,2025-11-03,Feature Request,17.48,Closed
11682,4939,2025-12-10,Billing,27.31,Closed
11683,4940,2024-12-24,Billing,35.43,Resolved
11684,4941,2026-04-24,Performance,35.65,Resolved
11685,4941,2025-08-24,Feature Request,4.99,Closed
11686,4941,2026-01-06,Bug,43.7,Closed
11687,4942,2025-09-08,Bug,34.0,Closed
11688,4942,2024-04-05,Feature Request,23.12,Resolved
11689,4942,2025-05-25,Performance,31.02,Resolved
11690,4943,2024-07-13,Bug,26.84,Closed
11691,4943,2025-12-08,Performance,33.51,Closed
11692,4945,2025-11-09,Login Issue,26.89,Resolved
11693,4945,2025-07-26,Performance,35.56,Closed
11694,4946,2025-11-13,Bug,15.99,Closed
11695,4946,2025-06-01,Feature Request,28.99,Closed
11696,4946,2024-03-25,Performance,25.87,Resolved
11697,4947,2026-05-14,Bug,26.55,Resolved
11698,4947,2025-11-09,Billing,32.42,Closed
11699,4948,2025-06-07,Performance,31.4,Closed
11700,4948,2024-02-05,Performance,17.69,Closed
11701,4948,2024-12-06,Feature Request,16.27,Closed
11702,4949,2026-02-08,Feature Request,26.99,Resolved
11703,4949,2026-01-17,Feature Request,34.47,Closed
11704,4949,2026-03-26,Performance,13.35,Resolved
11705,4949,2026-03-07,Performance,25.7,Closed
11706,4950,2024-12-07,Feature Request,24.69,Closed
11707,4950,2026-04-19,Billing,29.61,Closed
11708,4950,2024-12-05,Bug,10.62,Resolved
11709,4951,2025-10-11,Login Issue,21.97,Resolved
11710,4952,2025-07-03,Login Issue,21.39,Closed
11711,4952,2024-07-12,Feature Request,33.24,Closed
11712,4952,2026-04-19,Billing,19.74,Resolved
11713,4952,2026-02-19,Bug,28.83,Closed
11714,4952,2025-08-08,Bug,24.44,Closed
11715,4952,2025-09-10,Performance,20.73,Closed
11716,4953,2026-02-16,Performance,17.55,Closed
11717,4953,2024-05-01,Performance,21.91,Resolved
11718,4953,2024-02-18,Login Issue,16.59,Resolved
11719,4954,2024-01-14,Performance,26.31,Resolved
11720,4955,2025-12-25,Bug,19.96,Closed
11721,4956,2025-08-31,Billing,29.27,Resolved
11722,4957,2025-09-24,Feature Request,18.08,Closed
11723,4957,2025-04-13,Login Issue,26.67,Resolved
11724,4958,2025-06-15,Feature Request,19.59,Resolved
11725,4958,2026-02-26,Performance,10.49,Resolved
11726,4958,2025-04-29,Billing,21.02,Closed
11727,4958,2025-02-12,Performance,27.24,Closed
11728,4958,2024-11-14,Billing,21.9,Closed
11729,4959,2025-11-04,Performance,11.62,Resolved
11730,4959,2024-11-03,Feature Request,9.89,Closed
11731,4959,2025-08-17,Bug,29.48,Closed
11732,4959,2026-02-09,Performance,24.47,Closed
11733,4959,2026-05-16,Bug,22.28,Resolved
11734,4960,2026-05-16,Bug,16.63,Closed
11735,4960,2026-02-07,Login Issue,35.3,Closed
11736,4960,2025-08-20,Billing,34.79,Closed
11737,4961,2025-02-14,Performance,21.97,Closed
11738,4961,2026-02-20,Billing,23.29,Closed
11739,4961,2024-10-13,Login Issue,19.43,Resolved
11740,4962,2025-12-01,Billing,30.65,Closed
11741,4963,2025-07-05,Login Issue,25.48,Closed
11742,4964,2025-11-03,Feature Request,15.02,Closed
11743,4965,2025-07-28,Billing,14.8,Closed
11744,4965,2025-08-03,Billing,21.09,Closed
11745,4965,2025-08-07,Login Issue,19.39,Closed
11746,4965,2025-10-16,Billing,17.24,Resolved
11747,4965,2025-10-02,Billing,31.16,Resolved
11748,4966,2025-03-14,Performance,30.87,Closed
11749,4966,2023-11-04,Feature Request,26.04,Resolved
11750,4966,2024-01-07,Feature Request,28.8,Closed
11751,4966,2024-08-30,Login Issue,36.65,Resolved
11752,4967,2025-02-20,Performance,27.06,Resolved
11753,4967,2024-12-17,Bug,20.01,Resolved
11754,4967,2025-09-26,Bug,27.26,Resolved
11755,4969,2025-03-05,Bug,4.1,Closed
11756,4969,2024-12-24,Feature Request,27.63,Closed
11757,4969,2025-04-22,Billing,20.67,Closed
11758,4969,2025-03-29,Performance,27.43,Resolved
11759,4970,2026-05-26,Bug,24.73,Resolved
11760,4970,2025-08-04,Billing,28.69,Resolved
11761,4970,2025-12-14,Performance,29.19,Resolved
11762,4970,2026-04-25,Performance,15.45,Resolved
11763,4973,2024-05-07,Billing,29.96,Resolved
11764,4973,2025-04-05,Billing,17.92,Resolved
11765,4973,2024-10-15,Feature Request,25.0,Resolved
11766,4973,2026-05-13,Billing,17.17,Closed
11767,4974,2023-12-24,Performance,24.03,Resolved
11768,4974,2024-11-26,Performance,16.92,Resolved
11769,4975,2026-05-11,Feature Request,26.7,Resolved
11770,4975,2025-07-12,Billing,16.36,Resolved
11771,4975,2025-01-10,Performance,23.75,Resolved
11772,4975,2025-01-25,Feature Request,13.61,Resolved
11773,4976,2025-12-14,Feature Request,19.43,Closed
11774,4977,2025-07-10,Feature Request,25.06,Resolved
11775,4977,2026-05-04,Performance,28.16,Closed
11776,4977,2025-03-10,Login Issue,27.25,Closed
11777,4977,2025-08-20,Feature Request,32.64,Closed
11778,4977,2025-06-16,Performance,32.0,Closed
11779,4978,2026-05-24,Bug,16.1,Closed
11780,4978,2026-05-21,Login Issue,35.31,Resolved
11781,4978,2026-05-21,Feature Request,24.51,Resolved
11782,4978,2026-05-24,Performance,38.18,Resolved
11783,4979,2026-03-27,Billing,20.97,Closed
11784,4979,2026-04-22,Feature Request,39.36,Resolved
11785,4979,2026-03-17,Feature Request,25.01,Closed
11786,4981,2025-10-20,Bug,20.59,Resolved
11787,4981,2025-09-23,Bug,26.01,Closed
11788,4982,2024-07-05,Performance,25.33,Resolved
11789,4985,2026-01-08,Bug,25.35,Resolved
11790,4986,2026-04-23,Billing,20.17,Closed
11791,4986,2025-11-09,Login Issue,28.65,Resolved
11792,4987,2025-12-10,Performance,28.31,Resolved
11793,4987,2025-12-07,Login Issue,21.75,Closed
11794,4987,2025-12-11,Bug,6.87,Closed
11795,4987,2026-04-23,Feature Request,25.55,Resolved
11796,4988,2024-04-14,Billing,44.6,Closed
11797,4988,2026-05-29,Login Issue,24.56,Resolved
11798,4988,2024-12-30,Billing,37.58,Closed
11799,4988,2025-06-28,Billing,16.7,Closed
11800,4989,2026-04-12,Performance,25.52,Closed
11801,4989,2026-02-17,Feature Request,15.18,Closed
11802,4989,2025-12-16,Login Issue,18.48,Resolved
11803,4989,2026-03-09,Feature Request,27.34,Resolved
11804,4990,2025-04-21,Bug,20.1,Closed
11805,4991,2025-09-02,Feature Request,23.48,Resolved
11806,4991,2025-11-25,Feature Request,28.46,Resolved
11807,4991,2025-09-19,Bug,20.69,Resolved
11808,4991,2025-12-02,Bug,39.68,Closed
11809,4992,2026-02-04,Performance,21.76,Resolved
11810,4992,2026-03-17,Performance,18.31,Closed
11811,4992,2026-05-15,Login Issue,18.16,Resolved
11812,4992,2026-02-26,Performance,30.61,Resolved
11813,4993,2025-09-08,Performance,32.64,Closed
11814,4993,2024-08-13,Login Issue,35.38,Resolved
11815,4993,2025-05-27,Performance,33.66,Closed
11816,4993,2024-07-03,Performance,24.9,Closed
11817,4993,2024-10-20,Bug,33.14,Resolved
11818,4993,2025-11-16,Bug,23.82,Closed
11819,4994,2024-04-18,Bug,14.43,Closed
11820,4995,2026-02-08,Performance,36.9,Closed
11821,4996,2024-10-10,Feature Request,11.91,Resolved
11822,4996,2024-11-06,Bug,21.95,Resolved
11823,4997,2026-02-02,Performance,36.29,Closed
11824,4997,2025-11-27,Performance,25.47,Closed
11825,4998,2025-07-18,Bug,14.81,Resolved
11826,4998,2026-01-26,Billing,25.41,Resolved
11827,4999,2026-03-04,Billing,28.55,Resolved
11828,4999,2026-02-28,Bug,13.16,Resolved
11829,5000,2025-11-04,Feature Request,38.8,Resolved
11830,5001,2026-03-28,Billing,27.64,Resolved
11831,5001,2026-02-27,Bug,32.0,Resolved
11832,5001,2026-03-06,Bug,23.31,Resolved
11833,5003,2024-11-08,Feature Request,24.49,Closed
11834,5003,2024-11-02,Feature Request,31.34,Resolved
11835,5004,2025-06-17,Billing,16.53,Resolved
11836,5005,2025-09-22,Bug,34.1,Resolved
11837,5006,2024-03-06,Billing,22.61,Closed
11838,5006,2024-04-23,Bug,25.78,Closed
11839,5008,2026-05-28,Bug,18.48,Closed
11840,5008,2026-05-20,Feature Request,10.98,Closed
11841,5008,2026-05-24,Billing,18.62,Closed
11842,5010,2024-07-20,Bug,13.24,Resolved
11843,5010,2026-02-08,Billing,26.67,Resolved
11844,5010,2025-10-15,Login Issue,36.26,Resolved
11845,5011,2025-03-17,Login Issue,30.39,Resolved
11846,5012,2024-02-05,Bug,26.41,Resolved
11847,5012,2024-12-08,Performance,28.52,Resolved
11848,5012,2024-02-05,Feature Request,27.81,Resolved
11849,5013,2024-11-28,Billing,15.54,Resolved
11850,5013,2025-04-16,Feature Request,19.27,Closed
11851,5013,2024-08-19,Feature Request,24.97,Closed
11852,5013,2025-03-11,Login Issue,21.96,Resolved
11853,5013,2024-07-01,Billing,23.42,Closed
11854,5013,2025-01-18,Login Issue,18.72,Closed
11855,5014,2025-10-23,Feature Request,23.54,Closed
11856,5014,2025-04-13,Billing,31.62,Resolved
11857,5014,2026-04-10,Billing,22.5,Closed
11858,5014,2026-05-22,Login Issue,38.57,Resolved
11859,5014,2025-03-28,Login Issue,21.71,Resolved
11860,5014,2025-04-02,Billing,10.88,Resolved
11861,5015,2026-02-18,Login Issue,16.34,Resolved
11862,5016,2025-07-09,Bug,30.83,Closed
11863,5016,2026-01-19,Billing,18.45,Resolved
11864,5016,2024-06-26,Login Issue,33.64,Resolved
11865,5017,2026-03-31,Feature Request,6.56,Resolved
11866,5017,2026-04-09,Performance,11.32,Resolved
11867,5018,2025-10-01,Bug,23.87,Resolved
11868,5019,2025-04-02,Bug,17.86,Resolved
11869,5019,2026-04-24,Feature Request,2.62,Closed
11870,5019,2025-02-13,Login Issue,21.5,Closed
11871,5019,2025-12-08,Billing,15.81,Resolved
11872,5019,2025-09-06,Performance,26.63,Closed
11873,5020,2025-11-12,Billing,19.48,Resolved
11874,5021,2026-05-07,Bug,22.22,Closed
11875,5022,2025-12-06,Performance,23.17,Resolved
11876,5022,2025-05-15,Feature Request,21.63,Resolved
11877,5023,2025-09-15,Bug,26.19,Resolved
11878,5023,2025-12-27,Performance,23.4,Closed
11879,5023,2025-11-02,Feature Request,21.43,Closed
11880,5025,2025-11-05,Login Issue,29.55,Resolved
11881,5025,2024-03-28,Feature Request,27.3,Resolved
11882,5025,2024-08-07,Feature Request,16.54,Resolved
11883,5025,2024-07-23,Feature Request,33.01,Resolved
11884,5025,2026-02-14,Feature Request,18.11,Closed
11885,5026,2026-05-12,Bug,22.44,Closed
11886,5027,2025-08-16,Bug,25.21,Resolved
11887,5028,2026-05-02,Billing,22.47,Resolved
11888,5028,2026-04-25,Feature Request,33.26,Closed
11889,5029,2026-02-04,Feature Request,14.48,Closed
11890,5029,2025-02-02,Performance,6.78,Closed
11891,5030,2025-04-22,Feature Request,11.62,Resolved
11892,5030,2026-02-03,Performance,9.66,Closed
11893,5030,2025-05-01,Bug,24.87,Closed
11894,5030,2025-06-08,Login Issue,10.09,Resolved
11895,5031,2026-03-25,Billing,11.03,Closed
11896,5031,2026-03-11,Billing,22.96,Resolved
11897,5031,2026-01-13,Bug,33.1,Closed
11898,5031,2026-03-09,Bug,21.18,Closed
11899,5033,2026-03-01,Login Issue,14.96,Closed
11900,5034,2025-12-28,Bug,26.79,Closed
11901,5034,2025-09-29,Performance,18.32,Closed
11902,5034,2025-04-24,Performance,24.7,Closed
11903,5035,2025-01-02,Login Issue,33.7,Resolved
11904,5035,2024-02-26,Billing,7.99,Closed
11905,5036,2024-12-17,Performance,28.88,Resolved
11906,5036,2026-02-05,Billing,33.15,Closed
11907,5037,2024-04-29,Login Issue,32.59,Closed
11908,5037,2024-10-15,Login Issue,23.62,Closed
11909,5037,2025-01-01,Feature Request,25.33,Resolved
11910,5038,2025-12-23,Feature Request,19.08,Resolved
11911,5038,2025-05-21,Performance,23.23,Resolved
11912,5038,2025-11-29,Billing,26.81,Closed
11913,5038,2026-05-31,Feature Request,31.34,Closed
11914,5038,2025-10-09,Login Issue,29.14,Closed
11915,5040,2025-12-19,Performance,29.0,Closed
11916,5040,2025-06-30,Performance,14.88,Closed
11917,5041,2025-03-13,Bug,31.84,Closed
11918,5041,2024-02-01,Feature Request,23.13,Closed
11919,5041,2025-09-21,Performance,15.43,Closed
11920,5041,2025-01-07,Billing,17.57,Resolved
11921,5042,2026-05-10,Feature Request,25.08,Closed
11922,5042,2026-05-28,Login Issue,22.81,Closed
11923,5043,2024-11-21,Billing,14.54,Resolved
11924,5043,2024-12-11,Bug,25.09,Closed
11925,5044,2025-03-18,Performance,19.53,Resolved
11926,5044,2024-02-13,Billing,22.15,Resolved
11927,5045,2026-04-12,Feature Request,16.53,Resolved
11928,5045,2026-03-10,Feature Request,32.41,Resolved
11929,5045,2026-01-10,Login Issue,28.46,Closed
11930,5045,2025-11-11,Billing,30.28,Closed
11931,5045,2026-03-29,Login Issue,15.29,Closed
11932,5048,2023-11-30,Feature Request,24.61,Resolved
11933,5048,2025-09-16,Bug,21.88,Closed
11934,5048,2023-12-29,Performance,12.78,Closed
11935,5049,2026-04-29,Bug,19.76,Resolved
11936,5049,2026-04-30,Bug,29.26,Closed
11937,5050,2024-08-07,Bug,28.35,Resolved
11938,5050,2024-07-18,Bug,9.99,Resolved
11939,5050,2024-04-23,Bug,13.79,Resolved
11940,5050,2026-02-13,Feature Request,22.98,Resolved
11941,5050,2026-01-26,Login Issue,25.12,Resolved
11942,5050,2025-02-08,Login Issue,22.6,Resolved
11943,5050,2024-07-19,Billing,20.71,Closed
11944,5050,2026-03-03,Bug,22.87,Resolved
11945,5051,2025-03-08,Billing,25.8,Resolved
11946,5051,2024-09-05,Feature Request,27.27,Closed
11947,5052,2026-05-26,Login Issue,31.03,Resolved
11948,5052,2026-05-27,Feature Request,53.64,Resolved
11949,5052,2026-05-27,Billing,30.23,Resolved
11950,5052,2026-05-22,Feature Request,30.13,Closed
11951,5053,2025-07-09,Billing,21.24,Closed
11952,5053,2026-04-08,Performance,15.47,Closed
11953,5053,2026-01-16,Bug,24.46,Closed
11954,5054,2026-02-12,Performance,26.71,Closed
11955,5054,2024-12-15,Login Issue,18.6,Resolved
11956,5055,2023-12-26,Login Issue,23.64,Resolved
11957,5056,2024-10-14,Login Issue,27.23,Closed
11958,5057,2025-08-03,Performance,24.75,Closed
11959,5057,2025-12-03,Feature Request,16.31,Resolved
11960,5057,2025-10-07,Bug,21.37,Resolved
11961,5057,2025-09-06,Bug,15.15,Resolved
11962,5058,2026-05-12,Bug,19.0,Resolved
11963,5058,2026-05-17,Bug,23.2,Closed
11964,5059,2026-05-01,Feature Request,23.82,Resolved
11965,5060,2026-01-07,Login Issue,25.77,Closed
11966,5060,2025-03-31,Feature Request,20.58,Closed
11967,5061,2026-05-11,Billing,27.96,Resolved
11968,5061,2025-07-19,Login Issue,37.88,Closed
11969,5061,2025-02-01,Feature Request,22.04,Resolved
11970,5061,2025-11-13,Login Issue,21.69,Closed
11971,5061,2025-07-21,Billing,34.33,Resolved
11972,5062,2025-05-24,Feature Request,32.9,Resolved
11973,5063,2026-01-23,Feature Request,35.6,Resolved
11974,5063,2025-11-29,Performance,36.84,Resolved
11975,5064,2026-03-28,Billing,8.58,Closed
11976,5064,2025-12-23,Performance,19.41,Resolved
11977,5065,2025-02-22,Performance,21.7,Closed
11978,5065,2026-01-04,Feature Request,30.13,Closed
11979,5067,2026-03-22,Billing,18.79,Closed
11980,5068,2025-11-08,Performance,20.42,Resolved
11981,5068,2026-01-15,Login Issue,27.33,Resolved
11982,5068,2026-01-09,Billing,23.82,Closed
11983,5069,2025-09-09,Login Issue,24.57,Closed
11984,5069,2026-05-18,Feature Request,24.65,Resolved
11985,5070,2026-02-03,Billing,26.44,Closed
11986,5071,2025-12-14,Performance,32.59,Resolved
11987,5071,2025-08-05,Login Issue,26.64,Resolved
11988,5071,2026-05-31,Performance,39.16,Closed
11989,5072,2026-02-11,Billing,2.03,Closed
11990,5072,2025-05-18,Bug,21.1,Closed
11991,5073,2026-01-28,Feature Request,21.09,Closed
11992,5074,2025-01-14,Login Issue,20.27,Resolved
11993,5074,2025-04-29,Bug,19.46,Closed
11994,5074,2025-12-29,Login Issue,17.11,Resolved
11995,5076,2025-12-06,Performance,29.07,Resolved
11996,5076,2026-05-23,Bug,13.03,Resolved
11997,5076,2025-09-07,Feature Request,20.44,Closed
11998,5077,2025-11-14,Billing,9.73,Closed
11999,5077,2025-09-10,Billing,25.16,Resolved
12000,5077,2025-05-16,Performance,23.39,Closed
12001,5077,2025-09-04,Login Issue,27.6,Resolved
12002,5078,2024-08-10,Performance,23.67,Closed
12003,5078,2024-04-02,Bug,22.05,Closed
12004,5078,2025-12-08,Login Issue,16.61,Closed
12005,5078,2024-11-25,Login Issue,16.72,Closed
12006,5079,2026-04-18,Performance,14.79,Closed
12007,5079,2025-02-17,Feature Request,15.19,Closed
12008,5080,2025-02-01,Performance,34.1,Resolved
12009,5081,2025-03-31,Bug,23.63,Closed
12010,5081,2025-11-01,Feature Request,26.76,Resolved
12011,5081,2025-12-14,Bug,8.28,Closed
12012,5082,2025-10-12,Billing,20.45,Resolved
12013,5083,2025-09-11,Billing,30.92,Resolved
12014,5083,2026-02-16,Login Issue,34.51,Resolved
12015,5083,2026-02-13,Feature Request,13.13,Closed
12016,5084,2025-09-14,Billing,27.56,Closed
12017,5084,2025-09-01,Billing,34.94,Resolved
12018,5085,2024-06-28,Login Issue,16.41,Closed
12019,5085,2025-05-22,Billing,30.92,Closed
12020,5086,2024-08-28,Feature Request,16.16,Resolved
12021,5086,2024-03-02,Login Issue,21.53,Resolved
12022,5086,2025-01-29,Performance,11.86,Closed
12023,5087,2025-12-26,Performance,16.39,Resolved
12024,5088,2025-02-06,Billing,20.47,Resolved
12025,5088,2026-02-27,Login Issue,28.42,Closed
12026,5088,2026-04-12,Billing,23.07,Resolved
12027,5090,2026-04-21,Feature Request,23.45,Resolved
12028,5090,2026-02-08,Billing,26.71,Resolved
12029,5092,2024-03-11,Bug,31.8,Closed
12030,5092,2024-07-07,Feature Request,12.88,Closed
12031,5094,2025-12-27,Bug,16.67,Closed
12032,5095,2025-07-30,Billing,21.66,Closed
12033,5095,2025-08-19,Login Issue,32.45,Resolved
12034,5096,2025-02-11,Login Issue,25.06,Resolved
12035,5096,2025-06-03,Bug,33.79,Resolved
12036,5097,2026-03-18,Bug,22.55,Closed
12037,5098,2025-12-30,Performance,21.6,Closed
12038,5098,2025-07-04,Billing,32.81,Resolved
12039,5099,2025-07-14,Bug,20.63,Resolved
12040,5099,2026-02-17,Performance,20.81,Closed
12041,5100,2025-08-02,Billing,25.52,Resolved
12042,5100,2026-02-24,Bug,10.24,Closed
12043,5101,2026-05-18,Login Issue,17.86,Closed
12044,5101,2026-04-23,Login Issue,12.36,Resolved
12045,5101,2026-05-04,Billing,27.92,Resolved
12046,5102,2024-03-16,Performance,27.49,Resolved
12047,5104,2024-09-16,Bug,10.32,Closed
12048,5104,2024-10-24,Billing,35.16,Resolved
12049,5104,2025-09-29,Feature Request,24.33,Closed
12050,5104,2024-08-20,Performance,31.22,Closed
12051,5105,2025-05-31,Login Issue,34.5,Closed
12052,5106,2025-12-22,Feature Request,22.64,Closed
12053,5106,2026-04-03,Performance,26.43,Resolved
12054,5107,2025-08-18,Performance,39.85,Resolved
12055,5108,2025-04-08,Performance,22.97,Resolved
12056,5109,2024-05-23,Login Issue,18.38,Resolved
12057,5109,2024-05-23,Bug,35.3,Resolved
12058,5109,2024-11-18,Bug,23.33,Closed
12059,5110,2024-11-02,Billing,19.53,Resolved
12060,5110,2024-01-28,Performance,28.55,Closed
12061,5111,2024-05-05,Feature Request,15.72,Closed
12062,5111,2024-03-17,Login Issue,15.88,Closed
12063,5111,2025-05-05,Login Issue,21.81,Closed
12064,5111,2025-09-17,Performance,29.83,Closed
12065,5111,2025-07-17,Performance,25.94,Resolved
12066,5112,2025-10-19,Bug,28.57,Closed
12067,5113,2025-12-23,Login Issue,17.61,Closed
12068,5114,2026-02-06,Performance,26.01,Closed
12069,5114,2026-05-04,Bug,31.62,Closed
12070,5114,2026-03-17,Login Issue,14.75,Closed
12071,5115,2025-03-05,Billing,21.76,Resolved
12072,5115,2024-08-30,Login Issue,23.73,Resolved
12073,5116,2025-11-12,Bug,20.24,Closed
12074,5116,2025-07-31,Bug,15.22,Closed
12075,5116,2025-03-24,Feature Request,26.35,Closed
12076,5117,2026-05-30,Login Issue,31.64,Resolved
12077,5117,2026-03-02,Performance,31.4,Closed
12078,5117,2026-04-27,Feature Request,28.73,Resolved
12079,5117,2026-03-11,Login Issue,18.82,Closed
12080,5117,2026-02-02,Login Issue,40.81,Resolved
12081,5118,2024-03-02,Login Issue,21.19,Resolved
12082,5118,2026-03-23,Login Issue,30.45,Closed
12083,5119,2025-07-29,Performance,20.51,Closed
12084,5119,2026-04-12,Feature Request,28.01,Resolved
12085,5120,2026-05-08,Performance,25.23,Closed
12086,5120,2025-09-22,Feature Request,18.75,Closed
12087,5120,2024-11-10,Performance,30.79,Closed
12088,5121,2026-01-28,Billing,25.42,Resolved
12089,5122,2026-04-24,Billing,33.62,Resolved
12090,5122,2025-12-19,Login Issue,31.96,Resolved
12091,5122,2026-02-20,Performance,30.96,Resolved
12092,5122,2026-04-01,Billing,23.05,Closed
12093,5124,2025-05-30,Bug,19.03,Closed
12094,5124,2026-05-06,Login Issue,28.26,Resolved
12095,5124,2026-03-21,Billing,34.64,Closed
12096,5125,2025-03-16,Performance,10.97,Resolved
12097,5125,2024-09-07,Feature Request,34.86,Closed
12098,5125,2026-04-27,Login Issue,8.63,Resolved
12099,5127,2026-01-17,Feature Request,21.94,Closed
12100,5127,2025-12-09,Feature Request,19.47,Closed
12101,5127,2025-09-07,Feature Request,16.85,Resolved
12102,5128,2024-08-02,Billing,29.23,Closed
12103,5128,2023-09-21,Performance,17.44,Closed
12104,5128,2024-05-26,Feature Request,15.61,Resolved
12105,5129,2026-03-20,Login Issue,24.81,Resolved
12106,5129,2026-04-14,Billing,11.73,Resolved
12107,5130,2025-11-13,Login Issue,11.89,Closed
12108,5130,2025-10-17,Login Issue,24.02,Closed
12109,5131,2025-07-24,Performance,26.49,Resolved
12110,5131,2024-10-02,Feature Request,17.05,Resolved
12111,5131,2025-02-27,Login Issue,14.76,Resolved
12112,5131,2025-03-15,Performance,17.46,Resolved
12113,5131,2025-08-27,Bug,12.57,Closed
12114,5132,2026-04-08,Feature Request,32.07,Closed
12115,5133,2025-12-28,Billing,32.67,Resolved
12116,5133,2026-05-25,Login Issue,20.85,Resolved
12117,5133,2024-06-19,Bug,20.54,Closed
12118,5134,2025-08-10,Performance,26.01,Resolved
12119,5135,2025-11-26,Billing,25.67,Closed
12120,5135,2026-01-22,Performance,23.68,Closed
12121,5136,2024-07-07,Feature Request,17.58,Closed
12122,5136,2024-06-11,Feature Request,0.56,Resolved
12123,5137,2025-07-09,Bug,23.04,Closed
12124,5137,2025-05-05,Performance,4.8,Resolved
12125,5137,2025-11-30,Login Issue,9.22,Closed
12126,5138,2024-07-23,Login Issue,37.83,Closed
12127,5139,2026-04-12,Performance,30.71,Closed
12128,5139,2026-03-19,Billing,14.6,Closed
12129,5139,2025-08-21,Bug,31.03,Closed
12130,5139,2025-07-06,Login Issue,30.31,Resolved
12131,5139,2026-05-15,Bug,45.16,Closed
12132,5139,2026-02-06,Performance,32.59,Resolved
12133,5141,2024-02-08,Bug,18.41,Closed
12134,5141,2026-01-10,Bug,22.41,Resolved
12135,5141,2024-06-10,Login Issue,40.77,Resolved
12136,5141,2025-01-12,Performance,26.46,Closed
12137,5141,2024-10-29,Login Issue,14.49,Resolved
12138,5142,2025-03-15,Bug,28.65,Closed
12139,5142,2025-06-21,Login Issue,12.8,Closed
12140,5143,2025-12-28,Billing,26.93,Closed
12141,5143,2025-09-25,Login Issue,18.73,Closed
12142,5143,2025-10-05,Billing,30.23,Closed
12143,5144,2026-05-10,Performance,29.29,Closed
12144,5144,2026-03-15,Performance,29.1,Closed
12145,5145,2025-11-06,Login Issue,25.96,Resolved
12146,5145,2025-11-27,Feature Request,25.42,Closed
12147,5146,2026-01-23,Performance,25.15,Resolved
12148,5146,2025-07-23,Bug,21.57,Closed
12149,5146,2026-02-02,Feature Request,19.99,Closed
12150,5147,2025-06-20,Billing,27.52,Resolved
12151,5148,2025-08-22,Performance,18.37,Closed
12152,5148,2025-05-05,Performance,20.87,Resolved
12153,5148,2026-02-28,Billing,22.62,Closed
12154,5149,2024-09-17,Feature Request,35.91,Resolved
12155,5150,2025-11-19,Login Issue,19.06,Resolved
12156,5151,2025-11-03,Feature Request,21.07,Resolved
12157,5151,2025-11-11,Bug,0.32,Resolved
12158,5152,2026-04-27,Performance,26.23,Closed
