subscription_id,customer_id,plan,contract_type,start_date,end_date,status,monthly_fee,tenure_months
6490,6490,Standard,Annual,2023-12-31,,Active,99,29
6491,6491,Basic,Monthly,2024-07-21,2025-05-22,Churned,49,10
6492,6492,Basic,Monthly,2026-01-12,,Active,49,4
6493,6493,Premium,Monthly,2026-04-22,,Active,199,1
6494,6494,Basic,Monthly,2024-03-13,2025-09-24,Churned,49,18
6495,6495,Basic,Monthly,2025-04-24,,Active,49,13
6496,6496,Standard,Annual,2026-03-20,,Active,99,2
6497,6497,Enterprise,Annual,2024-10-12,2026-03-04,Churned,499,16
6498,6498,Standard,Monthly,2023-10-06,2024-01-09,Churned,99,3
6499,6499,Basic,Annual,2025-07-03,,Active,49,11
6500,6500,Premium,Monthly,2024-09-05,,Active,199,21
6501,6501,Standard,Monthly,2024-01-12,,Active,99,29
6502,6502,Standard,Monthly,2026-03-31,,Active,99,2
6503,6503,Standard,Monthly,2023-07-11,2024-07-25,Churned,99,12
6504,6504,Standard,Monthly,2024-08-27,,Active,99,21
6505,6505,Basic,Monthly,2025-09-04,,Active,49,9
6506,6506,Premium,Monthly,2025-02-21,2026-04-20,Churned,199,14
6507,6507,Standard,Monthly,2026-05-08,,Active,99,0
6508,6508,Basic,Monthly,2024-12-21,2026-03-14,Churned,49,14
6509,6509,Basic,Annual,2025-10-09,,Active,49,7
6510,6510,Basic,Monthly,2023-10-25,2025-02-28,Churned,49,16
6511,6511,Basic,Monthly,2025-03-29,2025-12-25,Churned,49,9
6512,6512,Basic,Annual,2024-09-30,,Active,49,20
6513,6513,Enterprise,Annual,2024-03-19,2025-07-08,Churned,499,15
6514,6514,Basic,Monthly,2024-03-29,2025-10-16,Churned,49,18
6515,6515,Basic,Monthly,2026-03-12,,Active,49,2
6516,6516,Premium,Monthly,2026-01-04,,Active,199,4
6517,6517,Basic,Monthly,2024-02-14,2024-05-12,Churned,49,2
6518,6518,Basic,Monthly,2026-03-26,,Active,49,2
6519,6519,Basic,Monthly,2024-10-04,,Active,49,20
6520,6520,Standard,Monthly,2025-06-09,,Active,99,11
6521,6521,Basic,Monthly,2023-12-05,2024-03-01,Churned,49,2
6522,6522,Enterprise,Monthly,2023-12-23,,Active,499,29
6523,6523,Basic,Annual,2023-09-12,2025-01-23,Churned,49,16
6524,6524,Standard,Monthly,2023-08-08,,Active,99,34
6525,6525,Basic,Monthly,2025-11-14,,Active,49,6
6526,6526,Standard,Monthly,2026-03-18,,Active,99,2
6527,6527,Premium,Annual,2023-11-03,,Active,199,31
6528,6528,Basic,Annual,2025-08-24,2026-05-20,Churned,49,8
6529,6529,Basic,Monthly,2025-03-13,,Active,49,14
6530,6530,Basic,Annual,2025-11-14,,Active,49,6
6531,6531,Standard,Annual,2026-01-14,,Active,99,4
6532,6532,Premium,Monthly,2026-01-30,,Active,199,4
6533,6533,Enterprise,Monthly,2024-12-15,,Active,499,17
6534,6534,Basic,Monthly,2023-12-08,,Active,49,30
6535,6535,Basic,Monthly,2026-02-27,,Active,49,3
6536,6536,Standard,Annual,2024-08-17,,Active,99,21
6537,6537,Standard,Monthly,2025-06-01,,Active,99,12
6538,6538,Basic,Annual,2025-08-01,,Active,49,10
6539,6539,Basic,Monthly,2024-01-12,,Active,49,29
6540,6540,Basic,Annual,2024-01-03,,Active,49,29
6541,6541,Enterprise,Monthly,2025-08-24,,Active,499,9
6542,6542,Enterprise,Monthly,2025-10-15,,Active,499,7
6543,6543,Standard,Monthly,2025-09-12,,Active,99,8
6544,6544,Premium,Annual,2025-11-23,,Active,199,6
6545,6545,Premium,Monthly,2024-09-08,,Active,199,21
6546,6546,Enterprise,Monthly,2025-02-22,,Active,499,15
6547,6547,Basic,Monthly,2024-01-01,2025-10-14,Churned,49,21
6548,6548,Premium,Monthly,2025-05-17,,Active,199,12
6549,6549,Premium,Monthly,2025-05-12,,Active,199,12
6550,6550,Standard,Annual,2025-12-04,,Active,99,5
6551,6551,Basic,Monthly,2023-09-03,2024-03-18,Churned,49,6
6552,6552,Enterprise,Monthly,2023-06-26,,Active,499,35
6553,6553,Premium,Monthly,2024-10-02,2025-10-03,Churned,199,12
6554,6554,Basic,Annual,2024-11-29,2025-09-16,Churned,49,9
6555,6555,Basic,Monthly,2025-07-30,,Active,49,10
6556,6556,Basic,Monthly,2023-09-12,,Active,49,33
6557,6557,Premium,Monthly,2025-02-06,,Active,199,16
6558,6558,Enterprise,Monthly,2025-07-20,2026-02-07,Churned,499,6
6559,6559,Basic,Monthly,2024-08-12,,Active,49,21
6560,6560,Basic,Monthly,2025-12-26,,Active,49,5
6561,6561,Enterprise,Monthly,2026-04-06,,Active,499,1
6562,6562,Basic,Monthly,2026-04-12,,Active,49,1
6563,6563,Standard,Annual,2025-07-20,,Active,99,10
6564,6564,Enterprise,Monthly,2024-09-06,,Active,499,21
6565,6565,Basic,Monthly,2025-02-12,,Active,49,15
6566,6566,Basic,Monthly,2024-01-31,2025-02-11,Churned,49,12
6567,6567,Enterprise,Annual,2024-08-01,,Active,499,22
6568,6568,Standard,Annual,2024-02-21,,Active,99,27
6569,6569,Standard,Annual,2024-09-07,2024-11-15,Churned,99,2
6570,6570,Basic,Monthly,2025-12-29,,Active,49,5
6571,6571,Basic,Annual,2025-08-20,2026-04-22,Churned,49,8
6572,6572,Standard,Monthly,2024-02-01,,Active,99,28
6573,6573,Premium,Monthly,2025-03-07,,Active,199,15
6574,6574,Premium,Monthly,2025-09-09,,Active,199,8
6575,6575,Standard,Monthly,2024-03-03,,Active,99,27
6576,6576,Basic,Monthly,2023-11-06,,Active,49,31
6577,6577,Standard,Monthly,2024-02-04,,Active,99,28
6578,6578,Enterprise,Monthly,2023-11-24,,Active,499,30
6579,6579,Standard,Monthly,2025-05-27,,Active,99,12
6580,6580,Standard,Annual,2025-03-31,,Active,99,14
6581,6581,Basic,Annual,2024-08-28,2025-09-01,Churned,49,12
6582,6582,Basic,Annual,2024-03-06,2025-02-08,Churned,49,11
6583,6583,Standard,Monthly,2025-05-26,,Active,99,12
6584,6584,Premium,Monthly,2023-12-02,2024-12-04,Churned,199,12
6585,6585,Basic,Monthly,2023-11-09,2024-06-23,Churned,49,7
6586,6586,Premium,Monthly,2025-05-09,2026-03-13,Churned,199,10
6587,6587,Basic,Monthly,2025-11-05,,Active,49,6
6588,6588,Basic,Annual,2024-11-15,2025-04-22,Churned,49,5
6589,6589,Premium,Annual,2024-09-30,,Active,199,20
6590,6590,Basic,Monthly,2025-10-12,,Active,49,7
6591,6591,Premium,Monthly,2024-05-14,,Active,199,24
6592,6592,Basic,Annual,2026-05-17,,Active,49,0
6593,6593,Enterprise,Monthly,2024-08-02,,Active,499,22
6594,6594,Basic,Monthly,2023-10-20,2025-01-14,Churned,49,15
6595,6595,Standard,Annual,2025-01-24,,Active,99,16
6596,6596,Standard,Monthly,2024-09-23,,Active,99,20
6597,6597,Basic,Annual,2025-12-09,,Active,49,5
6598,6598,Basic,Annual,2026-02-12,,Active,49,3
6599,6599,Enterprise,Monthly,2024-11-20,,Active,499,18
6600,6600,Premium,Monthly,2023-08-26,,Active,199,33
6601,6601,Basic,Monthly,2025-11-09,,Active,49,6
6602,6602,Standard,Monthly,2025-12-19,,Active,99,5
6603,6603,Standard,Monthly,2025-08-27,,Active,99,9
6604,6604,Standard,Annual,2025-01-23,,Active,99,16
6605,6605,Premium,Annual,2024-05-21,,Active,199,24
6606,6606,Basic,Monthly,2025-08-09,2025-12-11,Churned,49,4
6607,6607,Basic,Monthly,2026-01-21,,Active,49,4
6608,6608,Basic,Monthly,2023-12-24,2024-10-06,Churned,49,9
6609,6609,Basic,Monthly,2025-07-13,2025-12-21,Churned,49,5
6610,6610,Standard,Monthly,2023-12-10,2025-04-01,Churned,99,15
6611,6611,Standard,Monthly,2023-08-25,,Active,99,33
6612,6612,Standard,Monthly,2025-10-24,,Active,99,7
6613,6613,Standard,Monthly,2025-08-19,,Active,99,9
6614,6614,Premium,Monthly,2024-08-10,,Active,199,22
6615,6615,Standard,Annual,2024-11-21,,Active,99,18
6616,6616,Basic,Monthly,2024-11-06,,Active,49,19
6617,6617,Standard,Monthly,2026-03-22,,Active,99,2
6618,6618,Premium,Annual,2025-08-13,,Active,199,9
6619,6619,Standard,Monthly,2026-01-08,,Active,99,4
6620,6620,Standard,Annual,2024-10-27,,Active,99,19
6621,6621,Standard,Annual,2026-05-13,,Active,99,0
6622,6622,Basic,Monthly,2025-02-22,2025-09-12,Churned,49,6
6623,6623,Premium,Annual,2025-01-09,,Active,199,16
6624,6624,Premium,Annual,2024-01-30,2024-06-03,Churned,199,4
6625,6625,Standard,Annual,2024-01-04,2024-10-20,Churned,99,9
6626,6626,Basic,Monthly,2023-10-08,2024-11-16,Churned,49,13
6627,6627,Standard,Monthly,2023-12-01,,Active,99,30
6628,6628,Premium,Monthly,2023-10-20,2025-06-14,Churned,199,20
6629,6629,Basic,Monthly,2024-07-16,2025-06-21,Churned,49,11
6630,6630,Basic,Monthly,2025-06-17,2026-05-19,Churned,49,11
6631,6631,Basic,Monthly,2026-02-25,,Active,49,3
6632,6632,Basic,Monthly,2026-01-06,,Active,49,4
6633,6633,Enterprise,Monthly,2025-06-30,,Active,499,11
6634,6634,Basic,Annual,2024-10-20,,Active,49,19
6635,6635,Enterprise,Monthly,2025-08-20,,Active,499,9
6636,6636,Premium,Annual,2024-06-03,,Active,199,24
6637,6637,Standard,Monthly,2026-01-12,,Active,99,4
6638,6638,Enterprise,Annual,2024-11-17,,Active,499,18
6639,6639,Premium,Annual,2026-04-11,,Active,199,1
6640,6640,Standard,Annual,2025-09-04,,Active,99,9
6641,6641,Premium,Monthly,2026-02-12,,Active,199,3
6642,6642,Premium,Monthly,2024-07-01,2025-05-19,Churned,199,10
6643,6643,Basic,Monthly,2024-04-06,,Active,49,26
6644,6644,Basic,Annual,2026-02-14,,Active,49,3
6645,6645,Basic,Monthly,2024-08-12,2026-04-06,Churned,49,20
6646,6646,Enterprise,Annual,2025-10-18,,Active,499,7
6647,6647,Basic,Annual,2026-02-23,,Active,49,3
6648,6648,Premium,Annual,2025-06-07,,Active,199,11
6649,6649,Premium,Annual,2023-08-27,,Active,199,33
6650,6650,Basic,Annual,2024-09-18,2026-01-18,Churned,49,16
6651,6651,Basic,Annual,2024-07-05,2026-05-30,Churned,49,23
6652,6652,Premium,Annual,2026-04-07,,Active,199,1
6653,6653,Basic,Monthly,2024-01-14,2024-11-17,Churned,49,10
6654,6654,Basic,Monthly,2025-05-31,,Active,49,12
6655,6655,Basic,Annual,2023-08-30,,Active,49,33
6656,6656,Basic,Monthly,2025-03-09,,Active,49,14
6657,6657,Basic,Monthly,2024-10-07,2025-03-13,Churned,49,5
6658,6658,Standard,Monthly,2023-07-22,,Active,99,34
6659,6659,Standard,Monthly,2024-08-03,2025-07-20,Churned,99,11
6660,6660,Premium,Annual,2025-06-09,,Active,199,11
6661,6661,Enterprise,Monthly,2024-12-05,,Active,499,18
6662,6662,Standard,Annual,2025-04-29,,Active,99,13
6663,6663,Basic,Monthly,2025-04-24,2025-07-11,Churned,49,2
6664,6664,Standard,Monthly,2023-08-24,,Active,99,33
6665,6665,Basic,Annual,2024-03-08,,Active,49,27
6666,6666,Premium,Monthly,2024-10-11,2026-03-01,Churned,199,16
6667,6667,Basic,Annual,2025-08-28,,Active,49,9
6668,6668,Standard,Monthly,2025-08-04,,Active,99,10
6669,6669,Premium,Monthly,2024-09-17,2025-02-16,Churned,199,5
6670,6670,Basic,Monthly,2023-08-18,,Active,49,33
6671,6671,Basic,Monthly,2024-05-19,2025-03-29,Churned,49,10
6672,6672,Premium,Annual,2023-12-09,,Active,199,30
6673,6673,Premium,Monthly,2025-09-01,,Active,199,9
6674,6674,Standard,Annual,2024-03-28,,Active,99,26
6675,6675,Basic,Monthly,2023-09-07,,Active,49,33
6676,6676,Standard,Monthly,2026-01-28,,Active,99,4
6677,6677,Standard,Monthly,2024-10-27,,Active,99,19
6678,6678,Enterprise,Monthly,2024-05-02,2024-09-03,Churned,499,4
6679,6679,Premium,Monthly,2024-08-12,,Active,199,21
6680,6680,Standard,Monthly,2024-11-29,,Active,99,18
6681,6681,Standard,Annual,2025-01-31,,Active,99,16
6682,6682,Standard,Monthly,2026-04-06,,Active,99,1
6683,6683,Premium,Monthly,2024-04-26,,Active,199,25
6684,6684,Enterprise,Annual,2024-12-07,,Active,499,18
6685,6685,Basic,Monthly,2026-01-02,,Active,49,5
6686,6686,Standard,Monthly,2024-11-28,,Active,99,18
6687,6687,Standard,Annual,2024-04-10,,Active,99,26
6688,6688,Enterprise,Monthly,2025-05-27,,Active,499,12
6689,6689,Standard,Monthly,2026-03-19,,Active,99,2
6690,6690,Basic,Monthly,2023-09-12,,Active,49,33
6691,6691,Standard,Annual,2025-04-12,,Active,99,13
6692,6692,Basic,Monthly,2024-11-15,2025-06-13,Churned,49,7
6693,6693,Standard,Monthly,2025-08-23,,Active,99,9
6694,6694,Standard,Monthly,2023-11-22,,Active,99,30
6695,6695,Standard,Annual,2023-07-27,,Active,99,34
6696,6696,Premium,Monthly,2024-09-11,,Active,199,20
6697,6697,Premium,Annual,2026-03-11,,Active,199,2
6698,6698,Basic,Annual,2025-05-14,2026-04-20,Churned,49,11
6699,6699,Basic,Monthly,2026-04-14,,Active,49,1
6700,6700,Standard,Annual,2025-02-07,,Active,99,15
6701,6701,Standard,Monthly,2025-03-28,,Active,99,14
6702,6702,Basic,Monthly,2025-11-09,2026-05-27,Churned,49,6
6703,6703,Basic,Annual,2025-08-31,,Active,49,9
6704,6704,Standard,Monthly,2024-06-14,2025-09-24,Churned,99,15
6705,6705,Basic,Annual,2024-09-05,,Active,49,21
6706,6706,Standard,Monthly,2024-11-15,,Active,99,18
6707,6707,Standard,Monthly,2024-03-26,2025-09-13,Churned,99,17
6708,6708,Basic,Monthly,2025-10-21,2026-04-18,Churned,49,5
6709,6709,Premium,Monthly,2024-09-15,,Active,199,20
6710,6710,Basic,Monthly,2025-10-22,,Active,49,7
6711,6711,Basic,Annual,2024-11-26,,Active,49,18
6712,6712,Standard,Monthly,2024-01-24,,Active,99,28
6713,6713,Basic,Monthly,2025-05-30,,Active,49,12
6714,6714,Basic,Monthly,2025-04-03,,Active,49,14
6715,6715,Standard,Annual,2024-11-07,,Active,99,19
6716,6716,Enterprise,Annual,2023-11-06,2024-12-05,Churned,499,13
6717,6717,Basic,Monthly,2024-11-05,2025-04-13,Churned,49,5
6718,6718,Basic,Monthly,2023-09-10,2024-03-15,Churned,49,6
6719,6719,Premium,Monthly,2025-10-27,,Active,199,7
6720,6720,Standard,Monthly,2023-12-13,,Active,99,30
6721,6721,Basic,Annual,2023-11-24,,Active,49,30
6722,6722,Enterprise,Monthly,2023-11-17,2025-09-17,Churned,499,22
6723,6723,Premium,Monthly,2026-02-25,,Active,199,3
6724,6724,Standard,Annual,2025-01-18,,Active,99,16
6725,6725,Premium,Monthly,2023-08-27,,Active,199,33
6726,6726,Basic,Monthly,2024-07-27,,Active,49,22
6727,6727,Premium,Annual,2023-10-08,,Active,199,32
6728,6728,Standard,Monthly,2026-05-03,,Active,99,0
6729,6729,Enterprise,Monthly,2023-11-23,,Active,499,30
6730,6730,Premium,Annual,2025-11-06,,Active,199,6
6731,6731,Standard,Monthly,2025-11-12,,Active,99,6
6732,6732,Basic,Monthly,2025-05-02,2025-12-13,Churned,49,7
6733,6733,Standard,Monthly,2024-03-04,2024-11-12,Churned,99,8
6734,6734,Standard,Monthly,2023-08-05,,Active,99,34
6735,6735,Standard,Monthly,2023-12-30,2024-07-18,Churned,99,6
6736,6736,Enterprise,Annual,2023-08-06,,Active,499,34
6737,6737,Basic,Monthly,2023-06-28,2025-03-29,Churned,49,21
6738,6738,Basic,Monthly,2025-09-01,2026-01-22,Churned,49,4
6739,6739,Basic,Monthly,2024-05-26,2025-09-18,Churned,49,16
6740,6740,Standard,Monthly,2024-02-11,,Active,99,28
6741,6741,Basic,Monthly,2025-12-25,,Active,49,5
6742,6742,Basic,Monthly,2023-08-30,2024-10-11,Churned,49,13
6743,6743,Standard,Annual,2025-06-02,,Active,99,12
6744,6744,Basic,Monthly,2024-05-12,2025-03-20,Churned,49,10
6745,6745,Basic,Annual,2025-12-03,,Active,49,6
6746,6746,Standard,Annual,2024-01-06,,Active,99,29
6747,6747,Basic,Monthly,2024-04-15,2025-12-26,Churned,49,20
6748,6748,Enterprise,Monthly,2025-01-25,,Active,499,16
6749,6749,Basic,Monthly,2023-07-13,2025-01-24,Churned,49,18
6750,6750,Basic,Monthly,2023-12-06,2025-03-12,Churned,49,15
6751,6751,Premium,Annual,2025-01-02,,Active,199,17
6752,6752,Standard,Monthly,2024-12-28,2025-06-02,Churned,99,5
6753,6753,Basic,Monthly,2024-10-03,,Active,49,20
6754,6754,Standard,Monthly,2026-02-24,,Active,99,3
6755,6755,Enterprise,Monthly,2024-11-20,2025-03-06,Churned,499,3
6756,6756,Premium,Monthly,2026-02-14,,Active,199,3
6757,6757,Standard,Monthly,2025-03-13,,Active,99,14
6758,6758,Standard,Annual,2023-12-23,,Active,99,29
6759,6759,Basic,Monthly,2024-03-24,,Active,49,26
6760,6760,Standard,Monthly,2025-04-03,,Active,99,14
6761,6761,Basic,Monthly,2024-10-13,,Active,49,19
6762,6762,Standard,Monthly,2025-11-25,,Active,99,6
6763,6763,Basic,Monthly,2025-11-17,,Active,49,6
6764,6764,Basic,Monthly,2023-08-17,2025-06-30,Churned,49,22
6765,6765,Standard,Monthly,2024-01-10,,Active,99,29
6766,6766,Standard,Monthly,2024-04-21,2025-07-01,Churned,99,14
6767,6767,Basic,Monthly,2024-10-21,2025-12-15,Churned,49,14
6768,6768,Enterprise,Monthly,2024-08-01,,Active,499,22
6769,6769,Basic,Monthly,2024-07-21,2025-02-23,Churned,49,7
6770,6770,Basic,Monthly,2026-01-28,,Active,49,4
6771,6771,Basic,Monthly,2024-04-05,,Active,49,26
6772,6772,Basic,Annual,2025-02-21,,Active,49,15
6773,6773,Premium,Monthly,2025-06-06,,Active,199,12
6774,6774,Basic,Monthly,2023-07-31,2024-02-11,Churned,49,6
6775,6775,Standard,Annual,2024-01-11,,Active,99,29
6776,6776,Premium,Annual,2025-03-27,2025-12-26,Churned,199,9
6777,6777,Basic,Monthly,2023-12-01,2025-10-24,Churned,49,23
6778,6778,Basic,Monthly,2024-12-31,2025-03-10,Churned,49,2
6779,6779,Standard,Monthly,2025-02-11,,Active,99,15
6780,6780,Standard,Monthly,2023-10-11,,Active,99,32
6781,6781,Enterprise,Monthly,2023-09-22,,Active,499,32
6782,6782,Basic,Monthly,2025-11-23,,Active,49,6
6783,6783,Standard,Monthly,2025-10-05,,Active,99,7
6784,6784,Basic,Monthly,2024-04-10,,Active,49,26
6785,6785,Standard,Annual,2023-09-05,,Active,99,33
6786,6786,Basic,Monthly,2025-10-16,2025-12-15,Churned,49,2
6787,6787,Standard,Monthly,2026-03-13,,Active,99,2
6788,6788,Enterprise,Monthly,2023-06-26,,Active,499,35
6789,6789,Standard,Monthly,2024-01-11,,Active,99,29
6790,6790,Standard,Monthly,2025-07-22,,Active,99,10
6791,6791,Basic,Annual,2024-08-14,,Active,49,21
6792,6792,Basic,Monthly,2023-12-22,2024-09-18,Churned,49,9
6793,6793,Basic,Monthly,2025-05-29,,Active,49,12
6794,6794,Standard,Monthly,2023-12-05,,Active,99,30
6795,6795,Premium,Monthly,2025-01-31,,Active,199,16
6796,6796,Standard,Monthly,2025-09-05,,Active,99,8
6797,6797,Premium,Annual,2024-08-09,,Active,199,22
6798,6798,Premium,Monthly,2023-09-06,,Active,199,33
6799,6799,Premium,Monthly,2024-02-14,,Active,199,27
6800,6800,Standard,Monthly,2024-05-26,,Active,99,24
6801,6801,Basic,Monthly,2024-01-26,2024-10-11,Churned,49,8
6802,6802,Standard,Monthly,2025-01-05,2025-03-31,Churned,99,2
6803,6803,Basic,Monthly,2023-07-24,2025-02-13,Churned,49,19
6804,6804,Basic,Monthly,2025-04-13,,Active,49,13
6805,6805,Enterprise,Monthly,2024-05-18,,Active,499,24
6806,6806,Basic,Annual,2026-03-07,,Active,49,2
6807,6807,Enterprise,Annual,2025-06-22,,Active,499,11
6808,6808,Standard,Annual,2025-07-30,,Active,99,10
6809,6809,Standard,Monthly,2025-12-02,,Active,99,6
6810,6810,Premium,Monthly,2026-05-17,,Active,199,0
6811,6811,Premium,Annual,2025-07-11,,Active,199,10
6812,6812,Premium,Monthly,2026-01-17,,Active,199,4
6813,6813,Premium,Monthly,2024-02-08,2025-01-27,Churned,199,11
6814,6814,Standard,Annual,2024-11-04,2025-01-11,Churned,99,2
6815,6815,Basic,Monthly,2024-05-03,2024-06-15,Churned,49,1
6816,6816,Basic,Monthly,2024-04-21,,Active,49,25
6817,6817,Premium,Monthly,2025-12-12,,Active,199,5
6818,6818,Standard,Annual,2025-10-14,,Active,99,7
6819,6819,Enterprise,Monthly,2025-01-11,,Active,499,16
6820,6820,Enterprise,Monthly,2025-09-14,,Active,499,8
6821,6821,Premium,Monthly,2025-06-05,,Active,199,12
6822,6822,Enterprise,Annual,2025-07-07,,Active,499,10
6823,6823,Basic,Monthly,2025-02-16,,Active,49,15
6824,6824,Premium,Monthly,2025-01-22,,Active,199,16
6825,6825,Standard,Monthly,2025-04-01,,Active,99,14
6826,6826,Enterprise,Monthly,2024-10-29,2025-04-21,Churned,499,5
6827,6827,Enterprise,Monthly,2025-01-18,,Active,499,16
6828,6828,Basic,Monthly,2024-07-22,,Active,49,22
6829,6829,Standard,Monthly,2024-12-14,,Active,99,17
6830,6830,Basic,Monthly,2025-12-06,,Active,49,5
6831,6831,Premium,Monthly,2026-02-26,,Active,199,3
6832,6832,Standard,Monthly,2023-07-29,,Active,99,34
6833,6833,Basic,Monthly,2023-07-25,2023-11-14,Churned,49,3
6834,6834,Basic,Monthly,2024-05-11,2025-05-30,Churned,49,12
6835,6835,Basic,Monthly,2024-12-07,,Active,49,18
6836,6836,Basic,Monthly,2024-02-14,2024-10-07,Churned,49,7
6837,6837,Basic,Annual,2025-05-17,,Active,49,12
6838,6838,Premium,Monthly,2026-01-19,,Active,199,4
6839,6839,Standard,Annual,2024-10-04,2025-04-05,Churned,99,6
6840,6840,Basic,Monthly,2025-01-02,2025-09-14,Churned,49,8
6841,6841,Basic,Annual,2023-09-16,,Active,49,32
6842,6842,Basic,Monthly,2023-09-30,,Active,49,32
6843,6843,Basic,Monthly,2023-07-15,,Active,49,35
6844,6844,Premium,Monthly,2025-04-14,,Active,199,13
6845,6845,Standard,Monthly,2023-12-05,,Active,99,30
6846,6846,Basic,Monthly,2024-08-19,2025-03-21,Churned,49,7
6847,6847,Basic,Monthly,2025-12-26,,Active,49,5
6848,6848,Basic,Monthly,2026-01-29,,Active,49,4
6849,6849,Basic,Monthly,2025-01-05,,Active,49,17
6850,6850,Basic,Monthly,2026-03-25,,Active,49,2
6851,6851,Standard,Monthly,2025-04-03,,Active,99,14
6852,6852,Standard,Monthly,2024-09-14,,Active,99,20
6853,6853,Enterprise,Monthly,2025-10-23,,Active,499,7
6854,6854,Standard,Monthly,2025-03-27,,Active,99,14
6855,6855,Enterprise,Annual,2025-09-08,,Active,499,8
6856,6856,Basic,Monthly,2024-08-08,2025-05-27,Churned,49,9
6857,6857,Standard,Monthly,2024-03-31,,Active,99,26
6858,6858,Enterprise,Monthly,2025-03-28,,Active,499,14
6859,6859,Basic,Monthly,2026-01-01,,Active,49,5
6860,6860,Basic,Annual,2025-02-04,,Active,49,16
6861,6861,Basic,Monthly,2025-02-26,,Active,49,15
6862,6862,Enterprise,Monthly,2023-10-15,,Active,499,32
6863,6863,Standard,Monthly,2024-07-06,2025-12-18,Churned,99,17
6864,6864,Basic,Monthly,2024-09-12,,Active,49,20
6865,6865,Basic,Annual,2024-11-10,2026-01-08,Churned,49,14
6866,6866,Standard,Monthly,2023-07-09,,Active,99,35
6867,6867,Basic,Monthly,2024-05-28,2026-04-03,Churned,49,22
6868,6868,Premium,Monthly,2024-03-25,,Active,199,26
6869,6869,Premium,Monthly,2024-04-24,,Active,199,25
6870,6870,Basic,Monthly,2025-09-24,,Active,49,8
6871,6871,Basic,Monthly,2024-05-19,2025-04-10,Churned,49,10
6872,6872,Standard,Monthly,2025-11-18,,Active,99,6
6873,6873,Standard,Monthly,2023-08-27,,Active,99,33
6874,6874,Basic,Annual,2023-12-21,2025-05-28,Churned,49,17
6875,6875,Standard,Annual,2024-06-23,,Active,99,23
6876,6876,Basic,Monthly,2023-09-17,2025-05-25,Churned,49,20
6877,6877,Enterprise,Monthly,2024-11-20,,Active,499,18
6878,6878,Basic,Annual,2026-03-27,,Active,49,2
6879,6879,Standard,Annual,2023-12-25,,Active,99,29
6880,6880,Enterprise,Monthly,2024-06-20,,Active,499,23
6881,6881,Basic,Annual,2024-06-16,2025-06-03,Churned,49,11
6882,6882,Premium,Monthly,2024-06-25,2024-11-05,Churned,199,4
6883,6883,Premium,Annual,2023-08-08,,Active,199,34
6884,6884,Basic,Monthly,2023-10-11,2025-03-07,Churned,49,17
6885,6885,Premium,Monthly,2023-12-26,,Active,199,29
6886,6886,Basic,Monthly,2023-07-29,2025-01-02,Churned,49,17
6887,6887,Standard,Monthly,2023-10-26,,Active,99,31
6888,6888,Enterprise,Monthly,2026-04-02,,Active,499,2
6889,6889,Basic,Monthly,2024-04-01,2024-10-05,Churned,49,6
6890,6890,Basic,Monthly,2025-01-21,2025-07-24,Churned,49,6
6891,6891,Standard,Monthly,2023-08-03,,Active,99,34
6892,6892,Premium,Monthly,2023-10-08,,Active,199,32
6893,6893,Premium,Monthly,2025-11-05,,Active,199,6
6894,6894,Basic,Monthly,2026-03-22,2026-05-12,Churned,49,1
6895,6895,Standard,Monthly,2026-02-14,,Active,99,3
6896,6896,Standard,Monthly,2024-02-25,,Active,99,27
6897,6897,Standard,Annual,2025-08-31,,Active,99,9
6898,6898,Standard,Monthly,2025-05-14,,Active,99,12
6899,6899,Enterprise,Monthly,2025-04-09,,Active,499,13
6900,6900,Standard,Monthly,2026-04-18,,Active,99,1
6901,6901,Basic,Annual,2024-05-18,2025-11-02,Churned,49,17
6902,6902,Standard,Monthly,2025-08-05,,Active,99,10
6903,6903,Basic,Monthly,2024-04-13,2024-10-08,Churned,49,5
6904,6904,Standard,Annual,2024-12-07,,Active,99,18
6905,6905,Standard,Monthly,2024-03-18,2024-07-23,Churned,99,4
6906,6906,Basic,Monthly,2025-10-28,,Active,49,7
6907,6907,Basic,Annual,2025-04-26,,Active,49,13
6908,6908,Premium,Monthly,2025-09-24,,Active,199,8
6909,6909,Premium,Monthly,2026-02-05,,Active,199,3
6910,6910,Standard,Monthly,2023-07-04,2024-08-20,Churned,99,13
6911,6911,Standard,Monthly,2025-02-05,2025-09-10,Churned,99,7
6912,6912,Standard,Annual,2024-07-07,,Active,99,23
6913,6913,Basic,Annual,2023-08-08,2025-06-02,Churned,49,22
6914,6914,Standard,Monthly,2023-11-08,,Active,99,31
6915,6915,Standard,Monthly,2023-09-10,,Active,99,33
6916,6916,Basic,Monthly,2025-12-29,2026-03-03,Churned,49,2
6917,6917,Enterprise,Monthly,2025-03-23,,Active,499,14
6918,6918,Standard,Monthly,2023-12-21,2025-09-17,Churned,99,21
6919,6919,Standard,Monthly,2024-06-04,2025-03-08,Churned,99,9
6920,6920,Basic,Annual,2025-02-26,,Active,49,15
6921,6921,Standard,Annual,2024-06-05,,Active,99,24
6922,6922,Standard,Monthly,2024-04-11,2024-05-17,Churned,99,1
6923,6923,Basic,Monthly,2024-08-12,2025-12-14,Churned,49,16
6924,6924,Premium,Monthly,2025-11-02,,Active,199,7
6925,6925,Basic,Monthly,2023-08-22,2024-04-03,Churned,49,7
