customer_id,signup_date,country,age,gender,acquisition_channel,company_size,industry,last_login_date
5233,2024-10-11,Australia,43,Female,Facebook Ads,Small,Education,2026-05-10
5234,2023-09-19,Germany,62,Female,LinkedIn,Medium,Education,2026-04-07
5235,2024-12-19,Australia,47,Male,LinkedIn,Large,Technology,2026-05-30
5236,2024-04-12,Australia,65,Male,Organic,Small,Manufacturing,2026-04-24
5237,2024-12-11,Indonesia,30,Female,Organic,Small,Education,2026-05-25
5238,2025-10-01,USA,22,Male,Google Ads,Large,Retail,2026-05-13
5239,2025-09-19,Canada,45,Female,Organic,Small,Finance,2026-05-15
5240,2025-07-05,USA,48,Male,LinkedIn,Large,Manufacturing,2026-04-23
5241,2025-10-17,Canada,37,Male,Google Ads,Medium,Manufacturing,2026-05-21
5242,2025-05-21,Indonesia,35,Male,Facebook Ads,Small,Manufacturing,2026-05-28
5243,2024-03-13,Canada,21,Female,Google Ads,Small,Finance,2026-04-20
5244,2023-08-18,Germany,38,Female,Organic,Small,Education,2026-05-04
5245,2025-08-02,USA,59,Female,LinkedIn,Small,Healthcare,2026-05-29
5246,2025-07-20,Indonesia,53,Female,Google Ads,Medium,Manufacturing,2026-05-25
5247,2024-06-19,USA,28,Female,Google Ads,Medium,Healthcare,2026-05-07
5248,2026-01-31,USA,62,Female,Referral,Small,Manufacturing,2026-05-09
5249,2025-03-18,USA,25,Female,Organic,Large,Retail,2026-05-11
5250,2024-06-04,UK,18,Female,Organic,Small,Healthcare,2026-03-29
5251,2025-12-31,Canada,57,Male,Google Ads,Small,Healthcare,2026-05-24
5252,2023-08-21,UK,58,Male,LinkedIn,Medium,Technology,2026-02-14
5253,2025-06-09,Singapore,58,Male,Facebook Ads,Large,Finance,2026-05-15
5254,2024-01-05,Germany,22,Male,Organic,Medium,Healthcare,2026-02-06
5255,2024-12-24,Germany,38,Female,Google Ads,Medium,Education,2026-05-16
5256,2026-02-20,Canada,20,Male,Google Ads,Small,Manufacturing,2026-05-21
5257,2026-04-18,Germany,45,Female,Facebook Ads,Small,Finance,2026-05-27
5258,2024-07-19,Australia,40,Male,Google Ads,Small,Technology,2026-05-18
5259,2024-03-10,Australia,34,Male,Organic,Medium,Education,2026-04-16
5260,2024-02-14,Indonesia,30,Male,Facebook Ads,Medium,Healthcare,2026-01-24
5261,2025-04-08,Canada,35,Male,LinkedIn,Small,Retail,2026-05-25
5262,2025-01-31,Singapore,29,Male,LinkedIn,Small,Finance,2026-03-04
5263,2025-09-06,Indonesia,37,Male,Google Ads,Small,Retail,2026-05-19
5264,2024-11-28,UK,24,Female,Referral,Large,Healthcare,2026-05-23
5265,2026-04-10,Singapore,20,Female,LinkedIn,Medium,Finance,2026-05-31
5266,2025-12-28,UK,33,Male,Referral,Large,Finance,2026-05-18
5267,2025-10-22,Australia,39,Female,Organic,Small,Finance,2026-05-27
5268,2025-11-09,UK,19,Female,Google Ads,Large,Education,2026-05-23
5269,2026-02-19,Singapore,51,Female,Facebook Ads,Small,Retail,2026-05-29
5270,2024-12-13,Indonesia,58,Male,Google Ads,Small,Education,2026-04-18
5271,2024-05-05,Indonesia,45,Female,LinkedIn,Small,Education,2026-05-25
5272,2023-09-02,USA,48,Female,LinkedIn,Small,Retail,2026-05-12
5273,2023-11-27,USA,53,Male,Organic,Small,Education,2026-05-13
5274,2025-06-22,Indonesia,55,Female,LinkedIn,Small,Education,2026-05-18
5275,2023-09-30,Germany,31,Female,LinkedIn,Medium,Education,2026-05-27
5276,2024-05-26,Singapore,43,Female,Facebook Ads,Large,Retail,2026-05-02
5277,2023-10-13,Germany,55,Female,Referral,Small,Manufacturing,2026-05-28
5278,2025-02-14,USA,47,Male,Referral,Small,Technology,2026-05-13
5279,2025-12-06,Indonesia,34,Female,Organic,Small,Finance,2026-05-30
5280,2026-01-19,Indonesia,51,Female,Referral,Small,Retail,2026-05-16
5281,2024-06-09,Germany,40,Female,Referral,Medium,Technology,2026-02-12
5282,2026-04-04,Singapore,39,Male,Facebook Ads,Medium,Retail,2026-05-25
5283,2026-05-19,USA,61,Male,Referral,Small,Healthcare,2026-05-31
5284,2026-05-14,UK,54,Male,Google Ads,Small,Finance,2026-05-28
5285,2024-03-01,UK,57,Female,Facebook Ads,Small,Technology,2026-03-19
5286,2025-05-31,UK,38,Male,LinkedIn,Medium,Retail,2026-04-16
5287,2024-12-13,Indonesia,63,Male,Referral,Small,Technology,2026-05-22
5288,2024-09-21,Canada,63,Female,Google Ads,Medium,Retail,2026-03-21
5289,2025-12-18,USA,48,Male,LinkedIn,Medium,Technology,2026-05-20
5290,2023-07-17,UK,20,Male,LinkedIn,Small,Manufacturing,2025-10-10
5291,2023-09-21,Indonesia,33,Female,Referral,Small,Finance,2025-05-19
5292,2024-05-21,Indonesia,42,Female,Facebook Ads,Large,Technology,2026-05-18
5293,2023-09-20,Singapore,44,Male,Facebook Ads,Medium,Education,2026-05-03
5294,2024-12-04,Canada,65,Female,Facebook Ads,Medium,Manufacturing,2026-04-30
5295,2024-05-21,Germany,30,Female,Facebook Ads,Small,Technology,2025-12-24
5296,2026-05-09,Singapore,23,Male,Organic,Medium,Finance,2026-05-31
5297,2024-10-01,Germany,53,Female,Facebook Ads,Small,Education,2026-02-03
5298,2025-03-24,Singapore,31,Male,LinkedIn,Medium,Education,2026-03-30
5299,2023-10-02,Indonesia,41,Male,Referral,Small,Education,2026-05-10
5300,2025-12-01,Germany,48,Male,Google Ads,Small,Retail,2026-05-11
5301,2024-11-19,Canada,21,Male,Referral,Small,Healthcare,2026-04-13
5302,2023-12-18,Singapore,36,Male,Facebook Ads,Small,Education,2026-05-12
5303,2025-08-30,Indonesia,56,Female,Google Ads,Small,Education,2026-05-26
5304,2024-03-15,USA,61,Male,Google Ads,Small,Retail,2026-05-19
5305,2025-04-21,Singapore,44,Male,Referral,Medium,Manufacturing,2026-05-13
5306,2025-04-10,USA,46,Male,Organic,Medium,Healthcare,2026-04-13
5307,2025-03-05,UK,40,Female,Referral,Medium,Finance,2026-05-14
5308,2025-03-17,Singapore,44,Male,Referral,Small,Retail,2026-05-18
5309,2026-03-03,Germany,52,Female,Organic,Small,Education,2026-05-13
5310,2024-04-26,Australia,49,Female,LinkedIn,Medium,Healthcare,2026-03-03
5311,2024-11-15,Australia,35,Female,Google Ads,Large,Education,2026-04-11
5312,2025-09-03,Singapore,39,Male,Facebook Ads,Small,Finance,2026-04-21
5313,2024-02-24,Germany,65,Female,LinkedIn,Medium,Technology,2025-06-30
5314,2024-11-13,Indonesia,33,Female,Referral,Small,Education,2026-04-09
5315,2024-08-19,Germany,36,Male,LinkedIn,Medium,Technology,2026-04-16
5316,2025-02-12,Indonesia,48,Female,Referral,Small,Healthcare,2026-02-11
5317,2025-03-15,Australia,46,Female,Google Ads,Small,Technology,2026-03-30
5318,2024-08-01,UK,48,Male,Google Ads,Small,Education,2026-04-21
5319,2025-07-26,USA,20,Male,Facebook Ads,Medium,Manufacturing,2026-05-01
5320,2024-07-11,USA,44,Female,Referral,Small,Education,2026-04-16
5321,2024-03-24,Canada,33,Female,LinkedIn,Small,Education,2026-05-21
5322,2025-11-07,Indonesia,39,Female,LinkedIn,Small,Finance,2026-05-11
5323,2025-08-24,Canada,61,Male,Referral,Small,Technology,2026-05-26
5324,2024-02-19,Singapore,61,Male,Organic,Small,Technology,2026-01-11
5325,2024-05-31,Indonesia,54,Male,Organic,Small,Finance,2026-05-24
5326,2025-09-25,Indonesia,37,Female,Referral,Small,Education,2026-03-23
5327,2025-11-09,Singapore,56,Female,LinkedIn,Large,Technology,2026-05-21
5328,2026-02-16,Australia,24,Female,Facebook Ads,Small,Retail,2026-05-21
5329,2026-03-31,Indonesia,35,Female,Referral,Small,Manufacturing,2026-05-29
5330,2024-09-26,UK,48,Female,Referral,Large,Education,2026-05-09
5331,2025-02-23,Singapore,59,Female,Facebook Ads,Small,Technology,2026-04-27
5332,2026-03-29,UK,64,Female,Facebook Ads,Small,Manufacturing,2026-05-30
5333,2024-10-22,Singapore,42,Male,Facebook Ads,Small,Healthcare,2026-04-29
5334,2026-05-11,Singapore,26,Female,Referral,Small,Education,2026-05-31
5335,2023-08-22,Australia,41,Male,Facebook Ads,Medium,Technology,2026-03-12
5336,2024-12-19,UK,63,Male,Google Ads,Medium,Technology,2026-05-20
5337,2024-11-18,Singapore,29,Male,Referral,Small,Healthcare,2026-03-26
5338,2024-01-17,Indonesia,19,Female,LinkedIn,Medium,Manufacturing,2026-05-11
5339,2024-02-29,Canada,57,Female,Google Ads,Large,Technology,2026-05-26
5340,2024-09-12,UK,21,Female,Organic,Small,Technology,2026-01-28
5341,2023-11-20,Australia,42,Female,Organic,Small,Healthcare,2026-04-30
5342,2025-08-27,Germany,33,Male,Facebook Ads,Small,Technology,2026-04-23
5343,2023-09-29,UK,47,Female,Google Ads,Small,Healthcare,2026-04-27
5344,2026-02-11,Indonesia,37,Male,Organic,Small,Education,2026-05-22
5345,2025-08-28,UK,36,Male,Organic,Large,Manufacturing,2026-05-30
5346,2024-08-07,Indonesia,61,Male,Google Ads,Medium,Retail,2026-05-26
5347,2025-06-30,Singapore,32,Female,Organic,Small,Manufacturing,2026-05-29
5348,2023-12-17,Singapore,62,Female,Referral,Small,Retail,2026-05-20
5349,2024-04-24,Germany,37,Male,Google Ads,Small,Finance,2026-01-04
5350,2024-08-19,UK,22,Male,Organic,Small,Education,2026-05-22
5351,2024-09-17,UK,30,Female,Referral,Medium,Education,2026-04-03
5352,2023-09-02,Indonesia,23,Female,Google Ads,Large,Education,2026-04-22
5353,2023-09-10,Indonesia,52,Female,Google Ads,Medium,Retail,2026-05-28
5354,2026-05-09,Australia,56,Female,LinkedIn,Medium,Education,2026-05-30
5355,2025-09-23,USA,54,Female,Organic,Large,Education,2026-05-30
5356,2024-12-03,Germany,39,Female,Facebook Ads,Medium,Technology,2026-05-26
5357,2024-06-07,Germany,47,Female,Facebook Ads,Small,Education,2026-05-21
5358,2024-12-30,Canada,24,Male,LinkedIn,Small,Education,2026-03-30
5359,2024-12-08,USA,53,Male,Organic,Large,Education,2026-04-25
5360,2025-08-28,USA,34,Female,Google Ads,Small,Manufacturing,2026-05-27
5361,2025-09-10,Australia,29,Female,Google Ads,Small,Education,2026-04-15
5362,2026-05-07,UK,54,Female,Google Ads,Large,Technology,2026-05-29
5363,2024-09-07,Indonesia,55,Male,Google Ads,Small,Healthcare,2026-05-21
5364,2025-03-27,Canada,48,Male,LinkedIn,Small,Technology,2026-04-08
5365,2024-06-02,UK,64,Female,Organic,Small,Technology,2026-05-09
5366,2025-07-12,UK,59,Female,LinkedIn,Small,Technology,2026-05-13
5367,2024-10-29,USA,38,Male,Organic,Small,Healthcare,2026-04-21
5368,2025-05-23,UK,18,Female,Referral,Small,Manufacturing,2026-05-26
5369,2023-07-17,Singapore,24,Male,Facebook Ads,Large,Manufacturing,2026-04-01
5370,2023-11-03,Germany,41,Female,LinkedIn,Small,Retail,2026-05-31
5371,2024-06-28,Singapore,63,Female,Google Ads,Medium,Healthcare,2026-05-30
5372,2024-08-23,UK,37,Male,Facebook Ads,Medium,Finance,2026-05-03
5373,2023-11-06,Australia,55,Male,Google Ads,Small,Education,2026-05-18
5374,2025-12-02,Indonesia,56,Female,LinkedIn,Small,Retail,2026-05-23
5375,2023-09-10,UK,61,Male,Facebook Ads,Large,Technology,2026-04-24
5376,2026-03-25,USA,44,Male,Referral,Large,Retail,2026-05-27
5377,2023-12-14,Singapore,57,Male,Organic,Small,Manufacturing,2026-05-22
5378,2024-07-01,Singapore,51,Male,Google Ads,Medium,Finance,2026-05-21
5379,2024-07-10,Indonesia,65,Male,Referral,Small,Retail,2026-05-05
5380,2023-10-02,Indonesia,50,Male,Google Ads,Medium,Manufacturing,2026-05-04
5381,2025-08-14,Indonesia,49,Female,Referral,Small,Retail,2026-05-04
5382,2023-08-09,Indonesia,57,Female,Google Ads,Small,Finance,2026-04-08
5383,2025-09-14,Singapore,35,Female,Facebook Ads,Medium,Manufacturing,2026-04-15
5384,2024-05-07,USA,65,Male,Organic,Small,Finance,2026-02-01
5385,2024-04-12,Canada,60,Female,Referral,Small,Finance,2026-04-19
5386,2025-11-02,Australia,58,Female,Organic,Medium,Finance,2026-05-17
5387,2026-04-01,Canada,19,Male,Referral,Large,Healthcare,2026-05-31
5388,2024-06-29,Australia,39,Female,Google Ads,Small,Finance,2026-05-04
5389,2024-02-05,Australia,47,Male,Google Ads,Medium,Technology,2026-04-18
5390,2025-08-03,UK,39,Male,Organic,Small,Education,2026-05-30
5391,2025-10-13,Indonesia,59,Male,Google Ads,Large,Education,2026-05-28
5392,2023-07-23,Germany,19,Female,Organic,Small,Technology,2026-02-06
5393,2026-05-06,Canada,29,Female,Organic,Small,Healthcare,2026-05-31
5394,2025-03-26,Indonesia,37,Female,LinkedIn,Small,Retail,2026-04-17
5395,2026-01-13,Singapore,56,Female,Organic,Medium,Technology,2026-05-31
5396,2024-06-08,UK,23,Female,Referral,Small,Manufacturing,2026-05-28
5397,2023-10-29,UK,31,Male,Organic,Large,Healthcare,2026-05-14
5398,2024-10-21,Singapore,40,Female,Google Ads,Small,Education,2026-05-12
5399,2024-11-09,Germany,51,Female,Referral,Small,Manufacturing,2026-05-30
5400,2025-05-04,Australia,57,Male,Organic,Small,Manufacturing,2026-05-08
5401,2025-12-06,USA,44,Male,Google Ads,Medium,Technology,2026-05-31
5402,2024-01-21,USA,24,Male,Facebook Ads,Small,Healthcare,2026-03-03
5403,2025-01-19,Germany,55,Female,Referral,Large,Technology,2026-05-28
5404,2024-09-24,Indonesia,54,Male,Google Ads,Small,Finance,2026-05-10
5405,2026-01-15,UK,25,Female,Facebook Ads,Small,Healthcare,2026-05-11
5406,2025-05-24,Singapore,33,Male,Facebook Ads,Small,Technology,2026-05-26
5407,2025-05-22,Australia,63,Male,LinkedIn,Small,Education,2026-03-27
5408,2023-09-01,Singapore,21,Female,Google Ads,Small,Finance,2026-04-06
5409,2024-09-04,Australia,33,Female,Organic,Large,Retail,2026-05-15
5410,2025-11-30,Germany,31,Male,Facebook Ads,Small,Finance,2026-05-30
5411,2026-04-10,Canada,60,Female,Referral,Small,Education,2026-05-26
5412,2024-09-14,UK,50,Female,Facebook Ads,Medium,Retail,2026-02-26
5413,2025-05-27,Indonesia,39,Female,Google Ads,Small,Finance,2026-05-07
5414,2023-07-06,UK,60,Male,Google Ads,Small,Finance,2025-12-31
5415,2024-07-29,Singapore,52,Male,Organic,Small,Finance,2026-05-23
5416,2023-10-18,Canada,41,Male,Organic,Small,Education,2026-05-07
5417,2024-04-19,Australia,39,Female,Facebook Ads,Medium,Manufacturing,2026-05-04
5418,2025-04-30,Indonesia,45,Female,Referral,Medium,Education,2026-05-16
5419,2025-12-20,USA,57,Female,LinkedIn,Small,Education,2026-05-20
5420,2025-05-16,Canada,48,Female,LinkedIn,Small,Education,2026-05-23
5421,2024-10-17,Germany,39,Male,Organic,Small,Manufacturing,2026-04-18
5422,2023-09-01,Canada,23,Female,LinkedIn,Medium,Manufacturing,2026-04-24
5423,2023-11-05,Indonesia,63,Female,Facebook Ads,Medium,Education,2026-05-29
5424,2025-07-17,Singapore,57,Female,LinkedIn,Small,Retail,2026-05-19
5425,2024-10-19,UK,23,Male,LinkedIn,Large,Retail,2026-05-01
5426,2023-12-28,Singapore,28,Female,Referral,Small,Technology,2026-03-02
5427,2024-01-07,Indonesia,65,Male,Facebook Ads,Medium,Retail,2026-01-16
5428,2025-11-30,UK,39,Male,LinkedIn,Medium,Healthcare,2026-05-24
5429,2026-01-29,Indonesia,38,Male,LinkedIn,Medium,Retail,2026-05-30
5430,2023-06-26,UK,25,Female,Referral,Small,Retail,2026-05-16
5431,2023-09-12,Canada,64,Male,Organic,Small,Finance,2026-02-25
5432,2025-03-25,UK,65,Male,Organic,Medium,Retail,2026-05-15
5433,2023-07-04,Indonesia,30,Male,Organic,Medium,Healthcare,2026-05-04
5434,2025-11-05,Australia,48,Male,Google Ads,Large,Finance,2026-05-24
5435,2026-01-04,Canada,51,Female,Facebook Ads,Medium,Finance,2026-05-22
5436,2023-11-05,UK,60,Male,Referral,Small,Education,2026-05-25
5437,2024-09-17,USA,54,Female,Referral,Medium,Technology,2026-05-28
5438,2025-06-10,USA,58,Male,LinkedIn,Small,Finance,2026-04-23
5439,2025-10-24,Canada,37,Male,Organic,Medium,Healthcare,2026-05-27
5440,2025-08-06,Indonesia,32,Female,Google Ads,Small,Education,2025-12-11
5441,2023-10-18,Germany,43,Female,Organic,Large,Healthcare,2026-04-06
5442,2025-03-24,UK,35,Female,Organic,Small,Education,2026-05-01
5443,2023-07-11,Canada,43,Male,Facebook Ads,Medium,Retail,2026-04-23
5444,2024-08-02,Indonesia,35,Female,Google Ads,Small,Technology,2026-03-07
5445,2026-01-27,Singapore,39,Male,Referral,Large,Healthcare,2026-05-03
5446,2023-11-25,Australia,54,Male,Organic,Small,Finance,2026-05-04
5447,2023-10-25,Singapore,51,Female,Referral,Small,Manufacturing,2026-04-04
5448,2024-07-26,Singapore,27,Female,Organic,Small,Technology,2026-04-27
5449,2025-08-05,UK,38,Male,Facebook Ads,Small,Technology,2026-05-03
5450,2024-04-15,Singapore,49,Female,LinkedIn,Medium,Education,2026-03-07
5451,2024-09-25,Canada,23,Male,Referral,Small,Healthcare,2026-03-12
5452,2023-06-30,Canada,56,Female,Referral,Small,Education,2025-11-17
5453,2024-08-14,UK,36,Female,Organic,Small,Education,2025-12-04
5454,2025-03-27,Indonesia,19,Female,LinkedIn,Small,Education,2026-05-30
5455,2025-09-09,Singapore,54,Male,Facebook Ads,Small,Retail,2026-05-27
5456,2024-05-21,Germany,41,Female,Organic,Small,Manufacturing,2026-05-15
5457,2024-10-12,Singapore,35,Female,Organic,Medium,Education,2025-09-29
5458,2025-06-14,Indonesia,28,Female,Google Ads,Medium,Retail,2026-05-09
5459,2025-08-29,UK,57,Male,Facebook Ads,Medium,Finance,2026-05-25
5460,2023-11-21,Australia,59,Female,Facebook Ads,Small,Retail,2026-05-29
5461,2025-01-21,Germany,45,Female,Referral,Medium,Education,2026-05-30
5462,2026-01-22,USA,48,Male,LinkedIn,Small,Manufacturing,2026-05-28
5463,2024-08-31,Australia,34,Male,LinkedIn,Small,Retail,2026-05-26
5464,2026-02-20,Australia,48,Female,Organic,Small,Retail,2026-05-25
5465,2026-02-17,Indonesia,54,Male,Google Ads,Medium,Education,2026-05-18
5466,2025-01-29,UK,57,Male,Referral,Small,Manufacturing,2026-05-24
5467,2025-09-15,Canada,37,Male,LinkedIn,Small,Education,2026-04-02
5468,2024-05-12,Germany,47,Male,Organic,Medium,Technology,2026-05-26
5469,2025-10-12,USA,39,Female,Referral,Small,Finance,2026-05-12
5470,2024-09-14,Indonesia,36,Female,Google Ads,Medium,Manufacturing,2026-04-15
5471,2026-04-29,UK,62,Female,Google Ads,Small,Healthcare,2026-05-30
5472,2023-10-29,Germany,50,Female,Referral,Small,Finance,2026-05-19
5473,2025-07-21,UK,35,Female,LinkedIn,Small,Education,2026-05-16
5474,2023-07-04,UK,59,Female,Referral,Small,Manufacturing,2026-01-21
5475,2024-09-12,UK,27,Male,Google Ads,Small,Healthcare,2026-05-18
5476,2023-09-20,UK,53,Male,Facebook Ads,Medium,Healthcare,2026-05-10
5477,2024-03-12,Germany,65,Female,Referral,Small,Education,2026-05-12
5478,2024-08-27,USA,59,Female,Referral,Small,Education,2026-05-31
5479,2025-09-13,Indonesia,34,Male,Google Ads,Small,Finance,2026-05-29
5480,2024-10-07,Canada,65,Female,Referral,Small,Technology,2026-04-10
5481,2023-09-03,Germany,24,Female,Referral,Medium,Retail,2026-04-18
5482,2024-05-05,Singapore,63,Male,LinkedIn,Medium,Retail,2026-05-20
5483,2023-08-02,Singapore,55,Female,Google Ads,Large,Technology,2025-12-09
5484,2026-01-30,Australia,40,Female,Facebook Ads,Small,Technology,2026-05-02
5485,2026-01-29,Australia,63,Male,Referral,Large,Healthcare,2026-05-25
5486,2026-03-23,Singapore,43,Male,Organic,Small,Finance,2026-05-29
5487,2025-07-07,Australia,42,Male,Organic,Small,Healthcare,2026-05-24
5488,2024-05-09,Australia,61,Male,Organic,Medium,Retail,2026-03-31
5489,2023-07-03,Singapore,20,Female,Referral,Small,Manufacturing,2026-03-12
5490,2024-10-16,UK,54,Male,Referral,Small,Manufacturing,2026-05-28
5491,2025-01-02,Australia,29,Female,LinkedIn,Medium,Retail,2026-05-29
5492,2024-04-26,Singapore,27,Male,LinkedIn,Small,Finance,2026-04-29
5493,2025-06-17,Singapore,53,Female,Referral,Small,Finance,2026-05-17
5494,2025-03-09,UK,30,Female,Referral,Large,Healthcare,2026-05-29
5495,2025-07-10,Singapore,40,Female,Organic,Small,Retail,2026-05-01
5496,2023-08-28,Canada,26,Male,LinkedIn,Medium,Finance,2026-05-30
5497,2023-12-17,Canada,40,Male,Google Ads,Medium,Technology,2026-01-30
5498,2023-08-22,UK,30,Male,Facebook Ads,Small,Healthcare,2026-03-24
5499,2023-08-07,Canada,49,Female,Facebook Ads,Small,Retail,2026-03-07
5500,2023-12-30,Indonesia,61,Male,LinkedIn,Small,Manufacturing,2026-04-04
5501,2025-07-01,Australia,44,Female,Organic,Large,Healthcare,2026-04-24
5502,2023-07-03,Australia,19,Male,Organic,Medium,Retail,2026-02-07
5503,2024-10-13,Singapore,64,Male,LinkedIn,Medium,Retail,2026-03-16
5504,2024-04-12,Indonesia,41,Male,Referral,Medium,Education,2026-04-23
5505,2024-11-09,Canada,39,Male,Referral,Small,Manufacturing,2026-04-16
5506,2024-12-10,Germany,55,Female,Organic,Small,Education,2026-04-15
5507,2025-11-17,Indonesia,51,Female,Referral,Large,Technology,2026-05-31
5508,2025-03-04,USA,26,Male,Google Ads,Medium,Finance,2026-04-15
5509,2026-01-14,USA,34,Male,LinkedIn,Medium,Retail,2026-05-29
5510,2024-05-15,USA,24,Female,Facebook Ads,Small,Finance,2026-05-13
5511,2026-04-25,Indonesia,39,Female,Referral,Large,Healthcare,2026-05-30
5512,2024-10-11,Germany,34,Female,Referral,Large,Manufacturing,2026-05-20
5513,2023-12-10,Canada,29,Female,LinkedIn,Small,Technology,2026-04-21
5514,2026-01-11,USA,51,Male,Facebook Ads,Medium,Manufacturing,2026-05-29
5515,2024-08-08,UK,23,Male,Referral,Large,Finance,2026-04-17
5516,2024-12-05,Australia,19,Female,Google Ads,Small,Education,2026-05-02
5517,2024-07-02,Indonesia,59,Male,Facebook Ads,Small,Manufacturing,2026-05-26
5518,2024-07-08,Germany,50,Female,Organic,Small,Healthcare,2026-05-28
5519,2024-07-09,Indonesia,49,Male,LinkedIn,Small,Finance,2026-05-25
5520,2025-02-18,Canada,19,Male,LinkedIn,Medium,Finance,2026-05-28
5521,2024-12-23,Canada,33,Female,LinkedIn,Large,Technology,2026-05-26
5522,2024-02-21,USA,29,Female,Google Ads,Small,Retail,2026-05-01
5523,2023-12-21,USA,30,Male,Facebook Ads,Small,Retail,2026-04-24
5524,2024-07-10,UK,47,Female,Organic,Medium,Technology,2026-05-25
5525,2024-12-15,Germany,60,Female,Referral,Small,Education,2026-05-19
5526,2024-10-15,Canada,47,Female,Google Ads,Medium,Healthcare,2026-03-26
5527,2024-05-29,USA,48,Female,Referral,Medium,Technology,2026-05-26
5528,2024-08-07,Singapore,44,Male,Organic,Small,Technology,2026-05-22
5529,2023-10-02,UK,52,Female,Facebook Ads,Small,Healthcare,2026-04-15
5530,2025-03-20,USA,50,Female,Facebook Ads,Small,Finance,2026-05-20
5531,2024-07-25,Indonesia,60,Male,Referral,Medium,Manufacturing,2026-05-16
5532,2025-09-24,UK,43,Female,Facebook Ads,Small,Healthcare,2026-05-21
5533,2024-05-10,USA,55,Male,Referral,Small,Manufacturing,2026-03-12
5534,2025-11-10,Singapore,32,Male,Referral,Medium,Healthcare,2026-05-12
5535,2025-11-05,Indonesia,54,Male,Facebook Ads,Medium,Retail,2026-05-23
5536,2024-07-16,Singapore,18,Male,LinkedIn,Small,Manufacturing,2026-01-09
5537,2025-04-20,USA,63,Female,Organic,Small,Technology,2026-05-31
5538,2024-10-23,Singapore,41,Male,Google Ads,Small,Education,2026-05-29
5539,2024-03-14,Canada,55,Female,Referral,Large,Retail,2026-05-25
5540,2024-06-26,UK,29,Male,LinkedIn,Large,Technology,2026-04-24
5541,2024-08-11,Australia,33,Female,Google Ads,Medium,Healthcare,2026-05-26
5542,2024-03-13,Canada,43,Male,Google Ads,Small,Retail,2026-05-15
5543,2026-02-19,Australia,65,Male,Facebook Ads,Medium,Retail,2026-05-08
5544,2025-12-30,UK,35,Male,Google Ads,Medium,Education,2026-05-26
5545,2024-08-18,Canada,30,Female,Facebook Ads,Small,Education,2026-03-06
5546,2023-10-15,Indonesia,37,Male,Facebook Ads,Medium,Technology,2026-05-06
5547,2023-11-17,Germany,41,Female,Google Ads,Medium,Healthcare,2026-05-17
5548,2025-07-04,Indonesia,23,Female,LinkedIn,Small,Healthcare,2026-05-19
5549,2024-09-14,Germany,54,Male,LinkedIn,Small,Finance,2026-04-15
5550,2024-12-27,Singapore,23,Female,Organic,Large,Technology,2026-02-13
5551,2024-02-24,Canada,52,Male,Google Ads,Small,Healthcare,2026-02-03
5552,2025-08-11,UK,50,Female,Facebook Ads,Small,Finance,2026-05-12
5553,2024-11-24,UK,56,Female,Organic,Small,Retail,2026-04-24
5554,2024-11-09,USA,49,Male,Google Ads,Small,Retail,2026-04-08
5555,2023-12-12,Australia,46,Male,Facebook Ads,Small,Finance,2026-02-13
5556,2025-01-06,UK,62,Female,Organic,Small,Retail,2026-05-29
5557,2024-10-24,UK,52,Male,Facebook Ads,Small,Finance,2026-05-29
5558,2024-02-22,Canada,46,Female,Facebook Ads,Small,Education,2026-05-17
5559,2025-10-27,Germany,43,Female,Referral,Medium,Retail,2026-05-10
5560,2024-06-05,Indonesia,21,Male,Referral,Small,Healthcare,2026-05-31
5561,2023-12-30,UK,59,Female,Google Ads,Medium,Manufacturing,2025-12-31
5562,2026-01-02,Indonesia,48,Male,Organic,Small,Finance,2026-05-28
5563,2023-12-03,UK,55,Female,Referral,Small,Retail,2026-04-24
5564,2025-01-22,UK,39,Male,Organic,Small,Healthcare,2026-05-28
5565,2024-03-06,Australia,20,Female,Referral,Medium,Finance,2026-05-24
5566,2025-06-24,Indonesia,25,Male,LinkedIn,Small,Healthcare,2026-05-16
5567,2025-01-31,Indonesia,36,Male,Referral,Small,Education,2026-05-16
5568,2024-08-04,Indonesia,55,Female,Facebook Ads,Medium,Healthcare,2026-05-20
5569,2024-12-04,Indonesia,48,Female,Organic,Small,Technology,2026-04-10
5570,2025-01-18,Germany,54,Female,Referral,Small,Retail,2026-05-09
5571,2024-03-19,UK,36,Female,Referral,Small,Finance,2026-05-01
5572,2025-07-13,Australia,54,Female,Google Ads,Small,Manufacturing,2026-04-30
5573,2024-08-15,Australia,31,Female,Facebook Ads,Small,Manufacturing,2026-04-23
5574,2024-03-10,USA,31,Male,Facebook Ads,Small,Manufacturing,2026-05-30
5575,2025-04-14,Germany,51,Female,Referral,Small,Retail,2026-04-06
5576,2025-02-18,Germany,64,Male,Referral,Small,Education,2026-03-28
5577,2026-05-17,Canada,44,Female,Organic,Medium,Retail,2026-05-31
5578,2025-07-30,Germany,47,Female,Facebook Ads,Small,Technology,2026-05-29
5579,2026-01-15,Indonesia,59,Male,Facebook Ads,Small,Retail,2026-05-26
5580,2026-03-09,Canada,42,Male,Referral,Small,Finance,2026-05-31
5581,2025-11-06,Singapore,46,Male,Organic,Small,Retail,2026-05-24
5582,2023-12-21,Indonesia,33,Female,Organic,Small,Education,2026-05-11
5583,2023-11-13,Germany,29,Male,Organic,Small,Manufacturing,2026-05-22
